"","at_least_2_kids_in_2013","t0_ritual_scale","t1_ritual_scale","t0_ritual_1aweek","t1_ritual_1aweek","t0_faith_scale","t1_faith_scale","t0_faith_full","t1_faith_full","t0_age","t0_parent_income","t0_female","t0_religion_cat","t0_parent_education","t0_race","at_least_2_kid_in_2013","kids_2005","kids_2013","wave1","wave2","wave4","waves_1_2_4","caregiver1"
"843",0,1,1,0,0,3,2,0,0,16,5,1,"Not religious","Beyond high school","White",0,0,0,1,1,1,1,"Parent"
"844",0,1,1,0,0,1,1,0,0,15,10,0,"Not religious","Beyond high school","White",0,0,0,1,1,1,1,"Parent"
"845",NA,1,NA,0,NA,4,NA,0,NA,15,4,0,"Catholic","Less than 12th grade","Hispanic",NA,NA,NA,1,0,0,0,"Parent"
"846",0,6,6,1,1,3,4,0,0,13,6,1,"Conservative Protestant","Beyond high school","White",0,0,0,1,1,1,1,"Parent"
"847",1,5,2,0,0,3,3,0,0,16,5,1,"Catholic","Less than 12th grade","White",1,0,2,1,1,1,1,"Parent"
"848",0,6,2,1,0,4,3,0,0,17,9,1,"Catholic","Beyond high school","White",0,0,0,1,1,1,1,"Parent"
"849",1,1,2,0,0,1,4,0,0,14,6,1,"Catholic","High school","White",1,0,2,1,1,1,1,"Parent"
"850",0,2,5,0,0,3,3,0,0,14,9,1,"Conservative Protestant","Beyond high school","White",0,0,0,1,1,1,1,"Parent"
"851",0,6,6,1,1,3,3,0,0,14,5,1,"Catholic","Beyond high school","White",0,0,1,1,1,1,1,"Parent"
"852",0,5,1,0,0,3,2,0,0,17,7,0,"Mainline Protestant","Beyond high school","White",0,0,0,1,1,1,1,"Parent"
"853",1,5,2,0,0,4,3,0,0,14,8,0,"Black Protestant","Beyond high school","Black",1,0,2,1,1,1,1,"Parent"
"854",NA,5,NA,0,NA,3,NA,0,NA,16,5,0,"Not disclosed","Beyond high school","Black",NA,NA,NA,1,0,0,0,"Parent"
"855",0,2,4,0,0,3,2,0,0,17,4,0,"Jewish","Beyond high school","Other",0,0,0,1,1,1,1,"Parent"
"856",NA,2,1,0,0,3,4,0,0,15,5,0,"Conservative Protestant","Beyond high school","White",NA,NA,NA,1,1,0,0,"Parent"
"857",0,7,6,1,1,4,4,0,0,17,9,1,"Conservative Protestant","Beyond high school","White",0,0,0,1,1,1,1,"Parent"
"858",0,6,2,1,0,3,3,0,0,14,3,1,"Mainline Protestant","High school","White",0,0,1,1,1,1,1,"Parent"
"859",0,2,5,0,0,3,4,0,0,14,1,1,"Black Protestant","High school","Black",0,0,0,1,1,1,1,"Parent"
"860",0,6,5,1,0,4,5,0,1,15,2,1,"Conservative Protestant","High school","White",0,0,1,1,1,1,1,"Parent"
"861",0,1,1,0,0,2,1,0,0,17,7,1,"Not religious","Beyond high school","White",0,0,0,1,1,1,1,"Parent"
"862",NA,5,4,0,0,3,3,0,0,15,5,0,"Conservative Protestant","Beyond high school","White",NA,NA,NA,1,1,0,0,"Parent"
"863",0,6,6,1,1,4,3,0,0,15,11,0,"Catholic","Beyond high school","White",0,0,0,1,1,1,1,"Parent"
"864",0,3,7,0,1,5,5,1,1,16,7,0,"Conservative Protestant","Beyond high school","White",0,0,0,1,1,1,1,"Parent"
"865",0,1,1,0,0,2,2,0,0,15,7,1,"Not religious","Beyond high school","White",0,0,1,1,1,1,1,"Parent"
"866",0,6,6,1,1,5,5,1,1,15,9,1,"Conservative Protestant","Beyond high school","White",0,0,0,1,1,1,1,"Parent"
"867",NA,5,5,0,0,3,3,0,0,13,5,0,"Mainline Protestant","High school","White",NA,NA,NA,1,1,0,0,"Parent"
"868",0,4,2,0,0,4,3,0,0,14,7,1,"Conservative Protestant","Beyond high school","White",0,0,1,1,1,1,1,"Parent"
"869",0,1,1,0,0,3,4,0,0,14,5,1,"Not religious","Beyond high school","White",0,0,0,1,1,1,1,"Parent"
"870",0,7,7,1,1,5,5,1,1,14,4,1,"Conservative Protestant","Beyond high school","White",0,0,1,1,1,1,1,"Parent"
"871",NA,6,6,1,1,5,4,1,0,16,7,0,"Catholic","Beyond high school","White",NA,NA,NA,1,1,0,0,"Parent"
"872",0,3,1,0,0,4,4,0,0,13,7,0,"Catholic","High school","Hispanic",0,0,0,1,1,1,1,"Parent"
"873",0,6,3,1,0,3,3,0,0,14,6,0,"Conservative Protestant","Beyond high school","White",0,0,1,1,1,1,1,"Parent"
"874",NA,2,NA,0,NA,4,NA,0,NA,16,8,0,"Mainline Protestant","Beyond high school","White",NA,NA,NA,1,0,0,0,"Parent"
"875",NA,4,2,0,0,5,4,1,0,14,4,0,"Catholic","High school","White",NA,NA,NA,1,1,0,0,"Parent"
"876",0,7,7,1,1,5,5,1,1,17,5,0,"Conservative Protestant","High school","White",0,0,0,1,1,1,1,"Parent"
"877",1,7,7,1,1,5,5,1,1,16,7,1,"Conservative Protestant","Beyond high school","White",1,0,2,1,1,1,1,"Parent"
"878",NA,1,1,0,0,1,1,0,0,15,4,0,"Not religious","Beyond high school","White",NA,NA,NA,1,1,0,0,"Parent"
"879",0,6,6,1,1,4,4,0,0,17,9,0,"Catholic","Beyond high school","White",0,0,0,1,1,1,1,"Parent"
"880",1,1,1,0,0,3,3,0,0,17,9,1,"Not religious","Beyond high school","Hispanic",1,0,2,1,1,1,1,"Parent"
"881",0,7,7,1,1,4,3,0,0,16,7,1,"Conservative Protestant","High school","Hispanic",0,0,1,1,1,1,1,"Parent"
"882",NA,6,NA,1,NA,4,NA,0,NA,17,6,0,"Catholic","High school","Hispanic",NA,NA,NA,1,0,0,0,"Legal guardian"
"883",NA,4,NA,0,NA,5,NA,1,NA,17,11,0,"Conservative Protestant","Beyond high school","White",NA,NA,NA,1,0,0,0,"Legal guardian"
"884",0,5,4,0,0,4,4,0,0,17,6,0,"Catholic","High school","Other",0,0,0,1,1,1,1,"Parent"
"885",1,7,1,1,0,3,1,0,0,13,4,1,"Conservative Protestant","High school","White",1,0,2,1,1,1,1,"Parent"
"886",0,5,5,0,0,3,3,0,0,17,6,0,"Catholic","Beyond high school","White",0,0,0,1,1,1,1,"Parent"
"887",NA,3,1,0,0,3,3,0,0,17,3,0,"Conservative Protestant","Beyond high school","White",NA,NA,NA,1,1,0,0,"Legal guardian"
"888",0,6,6,1,1,4,2,0,0,14,4,1,"Conservative Protestant","High school","White",0,0,0,1,1,1,1,"Parent"
"889",0,1,1,0,0,1,1,0,0,15,3,0,"Not religious","Beyond high school","Other",0,0,0,1,1,1,1,"Parent"
"890",0,7,6,1,1,5,5,1,1,15,7,1,"Conservative Protestant","Beyond high school","White",0,0,0,1,1,1,1,"Parent"
"891",0,7,6,1,1,3,3,0,0,15,10,1,"Mainline Protestant","Beyond high school","White",0,0,0,1,1,1,1,"Parent"
"892",0,6,6,1,1,5,5,1,1,16,6,0,"Catholic","Beyond high school","Hispanic",0,0,0,1,1,1,1,"Parent"
"893",0,1,6,0,1,4,5,0,1,15,7,1,"Conservative Protestant","High school","White",0,0,0,1,1,1,1,"Step p."
"894",0,5,NA,0,NA,3,NA,0,NA,17,NA,0,"Catholic","Beyond high school","Other",0,0,0,1,0,1,0,"Parent"
"895",0,5,5,0,0,5,4,1,0,15,10,0,"Conservative Protestant","Beyond high school","White",0,0,0,1,1,1,1,"Parent"
"896",NA,6,6,1,1,4,3,0,0,13,3,0,"Not disclosed","Beyond high school","White",NA,NA,NA,1,1,0,0,"Parent"
"897",0,7,7,1,1,5,4,1,0,16,10,0,"Conservative Protestant","Beyond high school","White",0,0,0,1,1,1,1,"Parent"
"898",0,6,5,1,0,3,4,0,0,15,11,1,"Mainline Protestant","Beyond high school","White",0,0,0,1,1,1,1,"Parent"
"899",0,6,NA,1,NA,4,NA,0,NA,13,NA,1,"Catholic","Beyond high school","White",0,0,0,1,0,1,0,"Parent"
"900",0,6,4,1,0,3,3,0,0,14,3,0,"Mormon","Beyond high school","Other",0,0,0,1,1,1,1,"Parent"
"901",NA,1,1,0,0,2,2,0,0,15,6,1,"Not religious","High school","White",NA,NA,NA,1,1,0,0,"Parent"
"902",NA,1,2,0,0,1,3,0,0,15,6,0,"Not religious","Beyond high school","White",NA,NA,NA,1,1,0,0,"Parent"
"903",NA,5,NA,0,NA,3,NA,0,NA,13,3,1,"Not disclosed","Less than 12th grade","Hispanic",NA,NA,NA,1,0,0,0,"Legal guardian"
"904",NA,2,1,0,0,3,4,0,0,13,5,0,"Conservative Protestant","High school","White",NA,NA,NA,1,1,0,0,"Parent"
"905",0,2,2,0,0,3,4,0,0,15,3,0,"Conservative Protestant","Beyond high school","White",0,0,1,1,1,1,1,"Parent"
"906",NA,3,NA,0,NA,4,NA,0,NA,13,6,1,"Catholic","High school","White",NA,NA,NA,1,0,0,0,"Step p."
"907",0,4,2,0,0,3,4,0,0,17,9,0,"Catholic","Beyond high school","White",0,0,0,1,1,1,1,"Parent"
"908",NA,5,NA,0,NA,3,NA,0,NA,17,4,1,"Catholic","High school","White",NA,NA,NA,1,0,0,0,"Parent"
"909",1,3,6,0,1,3,2,0,0,14,7,0,"Mormon","Beyond high school","White",1,0,2,1,1,1,1,"Parent"
"910",NA,5,NA,0,NA,3,NA,0,NA,17,4,1,"Black Protestant","Beyond high school","Black",NA,NA,NA,1,0,0,0,"Parent"
"911",0,6,7,1,1,4,5,0,1,14,11,0,"Mormon","Beyond high school","White",0,0,0,1,1,1,1,"Parent"
"912",0,5,5,0,0,4,4,0,0,16,6,1,"Mainline Protestant","Beyond high school","White",0,0,0,1,1,1,1,"Parent"
"913",0,5,6,0,1,5,4,1,0,16,11,1,"Conservative Protestant","Beyond high school","White",0,0,0,1,1,1,1,"Parent"
"914",0,1,2,0,0,3,4,0,0,17,10,0,"Catholic","Beyond high school","White",0,0,1,1,1,1,1,"Parent"
"915",0,1,NA,0,NA,1,NA,0,NA,14,6,0,"Not religious","Beyond high school","White",0,0,0,1,0,1,0,"Step p."
"916",NA,2,NA,0,NA,4,NA,0,NA,13,3,1,"Conservative Protestant","Beyond high school","White",NA,NA,NA,1,0,0,0,"Parent"
"917",0,5,2,0,0,2,2,0,0,15,9,1,"Catholic","Beyond high school","White",0,0,0,1,1,1,1,"Parent"
"918",0,7,7,1,1,4,3,0,0,17,3,1,"Conservative Protestant","High school","White",0,0,0,1,1,1,1,"Parent"
"919",1,7,7,1,1,4,3,0,0,15,4,1,"Conservative Protestant","Beyond high school","White",1,0,2,1,1,1,1,"Parent"
"920",1,2,1,0,0,4,3,0,0,14,6,1,"Conservative Protestant","High school","White",1,1,2,1,1,1,1,"Parent"
"921",NA,6,NA,1,NA,3,NA,0,NA,16,11,0,"Mainline Protestant","Beyond high school","Hispanic",NA,NA,NA,1,0,0,0,"Parent"
"922",0,3,1,0,0,5,5,1,1,13,7,1,"Conservative Protestant","Beyond high school","Black",0,0,1,1,1,1,1,"Parent"
"923",NA,5,5,0,0,2,1,0,0,14,7,0,"Conservative Protestant","Beyond high school","White",NA,NA,NA,1,1,0,0,"Parent"
"924",0,NA,6,NA,1,5,5,1,1,15,4,0,"Conservative Protestant","Beyond high school","White",0,0,0,1,1,1,1,"Parent"
"925",NA,1,NA,0,NA,3,NA,0,NA,15,4,0,"Not religious","Beyond high school","White",NA,NA,NA,1,0,0,0,"Legal guardian"
"926",NA,7,4,1,0,4,4,0,0,15,6,1,"Conservative Protestant","Beyond high school","White",NA,NA,NA,1,1,0,0,"Parent"
"927",0,1,1,0,0,1,1,0,0,16,3,0,"Not religious","Beyond high school","White",0,0,0,1,1,1,1,"Parent"
"928",NA,7,7,1,1,5,5,1,1,15,10,1,"Conservative Protestant","Beyond high school","White",NA,NA,NA,1,1,0,0,"Parent"
"929",0,6,6,1,1,5,5,1,1,13,6,1,"Catholic","Beyond high school","Other",0,0,0,1,1,1,1,"Parent"
"930",0,2,NA,0,NA,2,NA,0,NA,15,5,1,"Not disclosed","Beyond high school","White",0,0,0,1,0,1,0,"Step p."
"931",NA,2,NA,0,NA,4,NA,0,NA,13,4,0,"Not disclosed","High school","White",NA,NA,NA,1,0,0,0,"Parent"
"932",NA,6,6,1,1,3,3,0,0,15,4,0,"Catholic","High school","White",NA,NA,NA,1,1,0,0,"Parent"
"933",0,5,NA,0,NA,4,NA,0,NA,15,7,1,"Catholic","Beyond high school","Hispanic",0,0,0,1,0,1,0,"Parent"
"934",0,4,1,0,0,4,3,0,0,17,8,1,"Other religion","Beyond high school","Other",0,1,1,1,1,1,1,"Parent"
"935",0,7,4,1,0,4,3,0,0,15,6,1,"Conservative Protestant","Beyond high school","Other",0,0,0,1,1,1,1,"Parent"
"936",0,6,6,1,1,4,4,0,0,15,5,0,"Conservative Protestant","Beyond high school","White",0,0,0,1,1,1,1,"Parent"
"937",NA,2,1,0,0,2,2,0,0,14,8,0,"Catholic","High school","White",NA,NA,NA,1,1,0,0,"Parent"
"938",NA,2,NA,0,NA,1,NA,0,NA,17,6,0,"Catholic","Beyond high school","White",NA,NA,NA,1,0,0,0,"Parent"
"939",NA,2,NA,0,NA,3,NA,0,NA,15,7,1,"Catholic","Beyond high school","Other",NA,NA,NA,1,0,0,0,"Parent"
"940",0,1,NA,0,NA,1,NA,0,NA,15,3,1,"Not religious","Beyond high school","White",0,0,1,1,0,1,0,"Parent"
"941",0,1,1,0,0,1,1,0,0,14,11,1,"Mainline Protestant","High school","White",0,0,0,1,1,1,1,"Parent"
"942",0,7,7,1,1,5,5,1,1,13,8,1,"Catholic","Beyond high school","Other",0,0,0,1,1,1,1,"Parent"
"943",NA,6,7,1,1,4,5,0,1,16,2,0,"Not disclosed","Beyond high school","White",NA,NA,NA,1,1,0,0,"Parent"
"944",0,7,6,1,1,4,4,0,0,13,9,0,"Mainline Protestant","Beyond high school","White",0,0,0,1,1,1,1,"Parent"
"945",0,5,2,0,0,3,3,0,0,17,11,0,"Conservative Protestant","Beyond high school","White",0,0,1,1,1,1,1,"Parent"
"946",0,6,6,1,1,5,4,1,0,14,7,0,"Conservative Protestant","Beyond high school","White",0,0,0,1,1,1,1,"Parent"
"947",0,2,NA,0,NA,3,NA,0,NA,17,3,1,"Black Protestant","High school","Black",0,1,1,1,0,1,0,"Parent"
"948",NA,1,1,0,0,3,2,0,0,14,4,1,"Not religious","Beyond high school","Black",NA,NA,NA,1,1,0,0,"Parent"
"949",0,2,1,0,0,3,1,0,0,17,5,0,"Conservative Protestant","Beyond high school","White",0,0,0,1,1,1,1,"Parent"
"950",NA,7,5,1,0,4,3,0,0,15,NA,0,"Conservative Protestant","Beyond high school","White",NA,NA,NA,1,1,0,0,"Parent"
"951",0,4,6,0,1,5,4,1,0,17,3,1,"Conservative Protestant","Beyond high school","White",0,0,1,1,1,1,1,"Parent"
"952",0,1,1,0,0,2,1,0,0,14,11,1,"Not religious","Beyond high school","White",0,0,0,1,1,1,1,"Parent"
"953",0,6,5,1,0,5,4,1,0,17,11,1,"Black Protestant","Beyond high school","Black",0,0,0,1,1,1,1,"Parent"
"954",0,6,6,1,1,3,4,0,0,15,10,0,"Catholic","Beyond high school","White",0,0,0,1,1,1,1,"Parent"
"955",NA,2,2,0,0,5,3,1,0,16,5,1,"Catholic","Beyond high school","White",NA,NA,NA,1,1,0,0,"Parent"
"956",NA,7,2,1,0,3,3,0,0,15,6,1,"Conservative Protestant","Beyond high school","White",NA,NA,NA,1,1,0,0,"Parent"
"957",NA,2,2,0,0,3,4,0,0,13,4,0,"Conservative Protestant","Beyond high school","Hispanic",NA,NA,NA,1,1,0,0,"Parent"
"958",0,6,6,1,1,4,4,0,0,13,2,0,"Conservative Protestant","High school","White",0,0,0,1,1,1,1,"Parent"
"959",0,5,2,0,0,4,4,0,0,17,6,0,"Mainline Protestant","Beyond high school","White",0,0,0,1,1,1,1,"Parent"
"960",0,6,3,1,0,5,3,1,0,15,11,1,"Conservative Protestant","High school","White",0,0,0,1,1,1,1,"Parent"
"961",0,5,5,0,0,5,5,1,1,17,NA,0,"Conservative Protestant","High school","White",0,0,0,1,1,1,1,"Parent"
"962",0,1,1,0,0,2,3,0,0,17,5,1,"Not religious","Beyond high school","White",0,0,1,1,1,1,1,"Parent"
"963",0,1,NA,0,NA,2,NA,0,NA,17,5,0,"Mainline Protestant","High school","White",0,0,0,1,0,1,0,"Parent"
"964",0,6,1,1,0,3,2,0,0,16,3,1,"Conservative Protestant","High school","White",0,0,1,1,1,1,1,"Parent"
"965",1,6,5,1,0,5,3,1,0,16,4,0,"Not disclosed","High school","Hispanic",1,0,3,1,1,1,1,"Legal guardian"
"966",0,1,2,0,0,4,3,0,0,14,5,0,"Mainline Protestant","Beyond high school","Black",0,0,0,1,1,1,1,"Parent"
"967",NA,4,2,0,0,3,3,0,0,17,NA,1,"Catholic","Beyond high school","White",NA,NA,NA,1,1,0,0,"Parent"
"968",0,1,1,0,0,1,1,0,0,13,6,0,"Not religious","Beyond high school","White",0,0,0,1,1,1,1,"Parent"
"969",0,2,NA,0,NA,4,NA,0,NA,14,9,1,"Jewish","Beyond high school","White",0,0,0,1,0,1,0,"Parent"
"970",NA,6,3,1,0,3,4,0,0,13,5,1,"Not religious","High school","White",NA,NA,NA,1,1,0,0,"Parent"
"971",1,5,4,0,0,4,4,0,0,14,6,0,"Conservative Protestant","High school","White",1,0,2,1,1,1,1,"Step p."
"972",0,7,5,1,0,4,3,0,0,13,3,1,"Black Protestant","High school","Black",0,0,0,1,1,1,1,"Parent"
"973",0,2,5,0,0,3,3,0,0,16,4,1,"Conservative Protestant","Less than 12th grade","White",0,0,0,1,1,1,1,"Parent"
"974",1,7,1,1,0,1,1,0,0,15,2,1,"Not disclosed","Beyond high school","White",1,1,2,1,1,1,1,"Parent"
"975",NA,7,6,1,1,5,4,1,0,13,7,0,"Conservative Protestant","High school","White",NA,NA,NA,1,1,0,0,"Parent"
"976",0,6,6,1,1,4,5,0,1,15,6,0,"Black Protestant","Beyond high school","Black",0,0,0,1,1,1,1,"Parent"
"977",NA,5,4,0,0,4,5,0,1,16,4,1,"Black Protestant","High school","Black",NA,NA,NA,1,1,0,0,"Parent"
"978",1,2,1,0,0,4,2,0,0,17,4,1,"Black Protestant","Beyond high school","Black",1,2,4,1,1,1,1,"Step p."
"979",0,2,1,0,0,3,3,0,0,13,5,0,"Not religious","High school","Hispanic",0,0,0,1,1,1,1,"Parent"
"980",0,4,4,0,0,5,2,1,0,17,11,1,"Catholic","Beyond high school","White",0,0,0,1,1,1,1,"Parent"
"981",NA,1,1,0,0,3,2,0,0,16,6,1,"Other religion","High school","White",NA,NA,NA,1,1,0,0,"Parent"
"982",NA,7,6,1,1,3,3,0,0,13,7,0,"Catholic","High school","White",NA,NA,NA,1,1,0,0,"Step p."
"983",NA,1,NA,0,NA,3,NA,0,NA,16,6,1,"Conservative Protestant","Beyond high school","White",NA,NA,NA,1,0,0,0,"Parent"
"984",NA,5,2,0,0,3,4,0,0,15,4,1,"Conservative Protestant","Beyond high school","White",NA,NA,NA,1,1,0,0,"Legal guardian"
"985",0,6,6,1,1,2,3,0,0,17,11,1,"Catholic","Beyond high school","White",0,0,0,1,1,1,1,"Parent"
"986",0,7,7,1,1,5,5,1,1,13,6,0,"Conservative Protestant","Beyond high school","White",0,0,0,1,1,1,1,"Parent"
"987",0,2,1,0,0,1,1,0,0,14,8,0,"Jewish","Beyond high school","White",0,0,0,1,1,1,1,"Parent"
"988",1,7,4,1,0,4,3,0,0,17,2,1,"Catholic","Beyond high school","Hispanic",1,2,2,1,1,1,1,"Parent"
"989",0,4,2,0,0,4,4,0,0,13,6,0,"Conservative Protestant","Beyond high school","Other",0,0,1,1,1,1,1,"Parent"
"990",NA,7,2,1,0,4,4,0,0,16,3,1,"Conservative Protestant","Less than 12th grade","White",NA,NA,NA,1,1,0,0,"Parent"
"991",0,6,4,1,0,3,4,0,0,15,5,0,"Mainline Protestant","High school","White",0,0,0,1,1,1,1,"Parent"
"992",0,5,5,0,0,3,4,0,0,13,5,1,"Conservative Protestant","Beyond high school","White",0,0,0,1,1,1,1,"Parent"
"993",NA,5,3,0,0,5,4,1,0,14,11,1,"Conservative Protestant","Beyond high school","White",NA,NA,NA,1,1,0,0,"Parent"
"994",0,7,6,1,1,3,5,0,1,13,5,0,"Conservative Protestant","High school","White",0,0,0,1,1,1,1,"Parent"
"995",NA,6,NA,1,NA,4,NA,0,NA,16,3,0,"Conservative Protestant","High school","Hispanic",NA,NA,NA,1,0,0,0,"Parent"
"996",0,6,1,1,0,4,1,0,0,17,11,0,"Mainline Protestant","Beyond high school","White",0,0,0,1,1,1,1,"Parent"
"997",1,5,6,0,1,2,5,0,1,17,3,0,"Mormon","Beyond high school","Other",1,1,2,1,1,1,1,"Parent"
"998",0,1,5,0,0,1,1,0,0,15,6,0,"Not religious","Beyond high school","White",0,0,0,1,1,1,1,"Parent"
"999",NA,6,2,1,0,4,3,0,0,17,3,0,"Black Protestant","Beyond high school","Black",NA,NA,NA,1,1,0,0,"Parent"
"1000",0,6,NA,1,NA,4,NA,0,NA,16,10,0,"Catholic","Beyond high school","White",0,0,0,1,0,1,0,"Parent"
"1001",0,7,3,1,0,4,4,0,0,13,9,0,"Conservative Protestant","Beyond high school","White",0,0,1,1,1,1,1,"Parent"
"1002",NA,5,NA,0,NA,3,NA,0,NA,13,5,0,"Conservative Protestant","Beyond high school","White",NA,NA,NA,1,0,0,0,"Parent"
"1003",0,6,6,1,1,2,4,0,0,15,11,1,"Catholic","Beyond high school","White",0,0,0,1,1,1,1,"Parent"
"1004",1,7,4,1,0,3,3,0,0,15,6,1,"Conservative Protestant","High school","White",1,0,2,1,1,1,1,"Parent"
"1005",NA,6,2,1,0,3,1,0,0,13,8,0,"Mainline Protestant","Beyond high school","White",NA,NA,NA,1,1,0,0,"Parent"
"1006",NA,6,2,1,0,1,2,0,0,15,5,0,"Catholic","Beyond high school","White",NA,NA,NA,1,1,0,0,"Parent"
"1007",NA,1,NA,0,NA,2,NA,0,NA,13,4,1,"Not religious","Beyond high school","White",NA,NA,NA,1,0,0,0,"Adoptive p."
"1008",0,5,5,0,0,3,4,0,0,17,4,1,"Black Protestant","High school","Other",0,0,0,1,1,1,1,"Parent"
"1009",1,7,NA,1,NA,4,NA,0,NA,16,5,0,"Conservative Protestant","High school","White",1,1,2,1,0,1,0,"Parent"
"1010",NA,1,NA,0,NA,3,NA,0,NA,13,5,0,"Not religious","High school","White",NA,NA,NA,1,0,0,0,"Parent"
"1011",NA,2,2,0,0,3,4,0,0,15,4,0,"Mainline Protestant","Beyond high school","White",NA,NA,NA,1,1,0,0,"Parent"
"1012",0,1,1,0,0,4,5,0,1,16,8,1,"Other religion","Beyond high school","Hispanic",0,0,0,1,1,1,1,"Parent"
"1013",0,7,6,1,1,4,3,0,0,16,2,1,"Not disclosed","Beyond high school","White",0,0,0,1,1,1,1,"Parent"
"1014",0,2,2,0,0,5,5,1,1,17,3,0,"Catholic","Beyond high school","White",0,0,0,1,1,1,1,"Parent"
"1015",0,6,NA,1,NA,4,NA,0,NA,16,4,1,"Conservative Protestant","High school","White",0,0,0,1,0,1,0,"Parent"
"1016",NA,6,NA,1,NA,4,NA,0,NA,17,2,0,"Black Protestant","Less than 12th grade","Black",NA,NA,NA,1,0,0,0,"Parent"
"1017",0,6,1,1,0,3,2,0,0,15,4,1,"Conservative Protestant","High school","White",0,0,0,1,1,1,1,"Parent"
"1018",0,7,6,1,1,5,5,1,1,15,6,1,"Mormon","Beyond high school","White",0,0,1,1,1,1,1,"Parent"
"1019",0,5,5,0,0,3,2,0,0,15,5,1,"Mainline Protestant","Beyond high school","White",0,0,0,1,1,1,1,"Parent"
"1020",0,6,6,1,1,4,5,0,1,14,5,1,"Mormon","Beyond high school","White",0,0,0,1,1,1,1,"Parent"
"1021",1,6,3,1,0,5,5,1,1,17,4,1,"Conservative Protestant","High school","White",1,0,4,1,1,1,1,"Parent"
"1022",NA,5,4,0,0,4,3,0,0,16,7,0,"Mainline Protestant","Beyond high school","White",NA,NA,NA,1,1,0,0,"Parent"
"1023",0,4,3,0,0,3,3,0,0,16,11,1,"Mainline Protestant","Beyond high school","White",0,0,0,1,1,1,1,"Parent"
"1024",NA,1,1,0,0,4,3,0,0,13,4,0,"Not religious","Beyond high school","Black",NA,NA,NA,1,1,0,0,"Parent"
"1025",0,1,1,0,0,2,1,0,0,17,11,1,"Not religious","Beyond high school","White",0,0,0,1,1,1,1,"Parent"
"1026",0,1,1,0,0,1,1,0,0,13,11,1,"Not religious","Beyond high school","White",0,0,0,1,1,1,1,"Parent"
"1027",0,6,NA,1,NA,3,NA,0,NA,14,4,1,"Conservative Protestant","Beyond high school","White",0,0,0,1,0,1,0,"Parent"
"1028",NA,5,NA,0,NA,4,NA,0,NA,17,5,1,"Catholic","Beyond high school","White",NA,NA,NA,1,0,0,0,"Legal guardian"
"1029",0,4,2,0,0,3,3,0,0,17,6,0,"Mainline Protestant","Beyond high school","White",0,0,0,1,1,1,1,"Parent"
"1030",NA,2,4,0,0,3,2,0,0,13,11,1,"Mainline Protestant","Beyond high school","White",NA,NA,NA,1,1,0,0,"Parent"
"1031",0,1,1,0,0,3,1,0,0,15,5,1,"Conservative Protestant","High school","White",0,0,1,1,1,1,1,"Parent"
"1032",0,6,NA,1,NA,5,NA,1,NA,15,9,0,"Conservative Protestant","Beyond high school","White",0,0,1,1,0,1,0,"Parent"
"1033",0,6,4,1,0,3,4,0,0,15,11,1,"Conservative Protestant","Beyond high school","White",0,0,0,1,1,1,1,"Parent"
"1034",0,4,5,0,0,2,3,0,0,15,6,0,"Conservative Protestant","Beyond high school","White",0,0,0,1,1,1,1,"Parent"
"1035",0,1,1,0,0,2,1,0,0,16,3,0,"Not religious","Beyond high school","White",0,0,0,1,1,1,1,"Parent"
"1036",0,2,2,0,0,2,3,0,0,15,8,0,"Conservative Protestant","Beyond high school","Hispanic",0,0,0,1,1,1,1,"Parent"
"1037",0,3,5,0,0,1,1,0,0,16,NA,0,"Mainline Protestant","Beyond high school","Other",0,0,0,1,1,1,1,"Parent"
"1038",0,7,2,1,0,5,4,1,0,16,10,1,"Mainline Protestant","Beyond high school","White",0,0,1,1,1,1,1,"Parent"
"1039",0,7,6,1,1,5,5,1,1,16,3,1,"Mormon","Beyond high school","White",0,0,0,1,1,1,1,"Parent"
"1040",NA,5,5,0,0,3,3,0,0,14,2,0,"Catholic","High school","White",NA,NA,NA,1,1,0,0,"Parent"
"1041",NA,3,7,0,1,4,5,0,1,15,5,1,"Catholic","Beyond high school","Black",NA,NA,NA,1,1,0,0,"Parent"
"1042",NA,6,NA,1,NA,3,NA,0,NA,17,6,1,"Conservative Protestant","High school","White",NA,NA,NA,1,0,0,0,"Step p."
"1043",0,7,5,1,0,4,4,0,0,17,7,0,"Conservative Protestant","Beyond high school","White",0,0,1,1,1,1,1,"Parent"
"1044",0,3,4,0,0,3,2,0,0,14,6,0,"Catholic","Beyond high school","White",0,0,0,1,1,1,1,"Parent"
"1045",NA,3,NA,0,NA,4,NA,0,NA,14,4,0,"Conservative Protestant","Beyond high school","Black",NA,NA,NA,1,0,0,0,"Parent"
"1046",NA,7,7,1,1,4,4,0,0,15,6,0,"Conservative Protestant","Beyond high school","Other",NA,NA,NA,1,1,0,0,"Parent"
"1047",0,6,2,1,0,1,1,0,0,15,4,1,"Not disclosed","High school","White",0,0,0,1,1,1,1,"Parent"
"1048",NA,3,NA,0,NA,3,NA,0,NA,13,5,1,"Black Protestant","Beyond high school","Black",NA,NA,NA,1,0,0,0,"Parent"
"1049",0,6,5,1,0,4,4,0,0,17,6,1,"Conservative Protestant","High school","White",0,0,1,1,1,1,1,"Parent"
"1050",NA,2,2,0,0,3,3,0,0,15,1,0,"Catholic","Less than 12th grade","Hispanic",NA,NA,NA,1,1,0,0,"Parent"
